API Number,Job End Date (File A),FirstProdDate (File B),ENVWellStatus,API14,api10,state,refrac_date,first_prod_dt,well_age_yrs,job_year,refrac_seq,well_n_refracs,is_injector,lat,lon,operator,county,tvd_ft,frac_water_bbl,dist_nearest_ft,n_offsets_660ft,n_offsets_1320ft,n_offsets_2640ft,n_offsets_2640ft_pre_refrac,known_injector_within_radius,incremental_oil_12mo,relative_uplift,success_flag,label_status,months_on_prod_at_refrac,cum_oil_at_refrac,cum_water_at_refrac,cum_gas_at_refrac,last6_oil_rate,last12_oil_rate,ip30_oil,ip90_oil,peak_oil,months_to_peak,underperf_ratio,pre_arps_Di,pre_arps_b,water_cut_at_refrac,gor_at_refrac,TVD_FT,MD_FT,PlugbackMeasuredDepth_FT,PlugbackTrueVerticalDepth_FT,NumberOfStrings,PerfInterval_FT,UpperPerf_FT,LowerPerf_FT,LateralLength_FT,FracStages,AverageStageSpacing_FT,Proppant_LBS,ProppantIntensity_LBSPerFT,ProppantLoading_LBSPerGAL,TotalFluidPumped_BBL,FluidIntensity_BBLPerFT,TotalWaterPumped_GAL,WaterIntensity_GALPerFT,AcidVolume_BBL,Bottom_Hole_Temp_DEGF,Biocide_LBS,Breaker_LBS,Buffer_LBS,ClayControl_LBS,CrossLinker_LBS,FrictionReducer_LBS,GellingAgent_LBS,IronControl_LBS,ScaleInhibitor_LBS,Surfactant_LBS,Energizer_LBS,Diverter_LBS,OilTestRate_BBLPerDAY,TestRate_BOEPerDAY,GasTestRate_MCFPerDAY,WaterTestRate_BBLPerDAY,FlowingTubingPressure_PSI,ChokeSize_64IN,First3MonthOil_BBL,First12MonthOil_BBL,First3MonthProd_BOE,First12MonthProd_BOE,WHLiquids_PCT,GOR_ScfPerBbl,ENVProppantType,ENVProppantBrand,ENVProducingMethod,ENVWellboreStatus,InjectorWellClass,Formation,Field,ENVBasin,ENVPlay,ENVSubPlay,ENVInterval,ENVRegion,orig_proppant_lbs,orig_fluid_bbl,orig_frac_stages,orig_proppant_intensity,n_formation_tops,shallowest_top_ft,deepest_top_ft,formation_column_ft
42165353510000,2014-07-03 00:00:00,1998-11-01,PRODUCING,42165353510000,4216535351,TX,2014-07-03 00:00:00,1998-11-01,15.668720054757015,2014,1,1,False,32.93293264936732,-102.82619780739276,Occidental Oil and Gas,Gaines,5371.0,39073.0,887.3865181999014,0.0,1.0,4.0,0.0,0.0,-88.99570245786799,-0.0210044353847802,0.0,ok,163.0,63177.0,630181.0,821268.0,350.8333333333333,353.0833333333333,196.0,174.66666666666666,601.0,48.0,2.0214694656488548,1.0000000000000012e-06,0.0185099613991019,0.7107721901621324,3805.225653206651,5363.0,5366.0,5360.0,,2.0,302.0,4879.0,5181.0,,,,53607.0,,1.37,930.0,,39073.0,,,,,,240.0,,,,885.0,,200.0,367.0,,,26.0,88.0,373.0,238.0,0.0,,2335.0,8914.0,8924.0,36060.0,34.0,11585.0,,,PUMPING,PRODUCING,,SAN ANDRES,WASSON,PERMIAN OTHER,TEXAS SHELF,TEXAS SHELF,TEXAS SHELF ALL,PERMIAN,,,,,1.0,4384.0,4384.0,0.0
42165356610000,2017-12-15 00:00:00,2001-03-01,PRODUCING,42165356610000,4216535661,TX,2017-12-15 00:00:00,2001-03-01,16.791238877481177,2017,1,1,False,32.935315,-102.842607,Occidental Oil and Gas,Gaines,6044.0,13710.0,4216.45491468229,0.0,0.0,0.0,0.0,0.0,1471.000396073087,24.5168351088608,0.0,ok,202.0,48725.0,1546444.0,79062.0,156.66666666666666,78.33333333333333,2633.0,2046.3333333333333,2633.0,0.0,0.038279850138459,1.0000006703638649e-06,1.1999999316495231,0.9388140337173728,720.2127659574468,6044.0,7570.0,7381.0,,2.0,1069.0,6205.0,7274.0,,3.0,,344000.0,322.0,2.3,3555.0,3.0,149299.0,140.0,,,,101.0,69.0,396.0,142.0,33.0,839.0,22.0,,,,,63.0,75.0,73.0,2052.0,,,6139.0,22023.0,8310.0,27865.0,80.0,1529.0,SAND ONLY,,PUMPING,PRODUCING,,CLEAR FORK UPPER,WASSON 72,PERMIAN OTHER,TEXAS SHELF,TEXAS SHELF,TEXAS SHELF ALL,PERMIAN,344000.0,3555.0,3.0,322.0,5.0,3363.0,6310.0,2947.0
42165357010000,2014-06-27 00:00:00,2002-01-01,PRODUCING,42165357010000,4216535701,TX,2014-06-27 00:00:00,2002-01-01,12.484599589322382,2014,1,1,False,32.94283843687947,-102.81524754554488,Occidental Oil and Gas,Gaines,5224.0,49113.0,1103.122780640531,0.0,1.0,4.0,2.0,0.0,-274.9892131229808,-0.0268912089962003,0.0,ok,150.0,109192.0,1233045.0,319984.0,858.3333333333334,852.1666666666666,629.0,508.0,1297.0,74.0,1.6774934383202098,1.0000000002418994e-06,1.1999999645370691,0.8902340253207724,1775.728155339806,5224.0,5224.0,,,2.0,300.0,4878.0,5178.0,,1.0,,50000.0,167.0,1.1,1169.0,,49113.0,,,,21.0,,90.0,,,,1160.0,,250.0,342.0,,,17.0,37.0,116.0,431.0,0.0,,1524.0,5708.0,3412.0,13298.0,71.0,2482.0,SAND ONLY,,PUMPING,PRODUCING,,SAN ANDRES,WASSON,PERMIAN OTHER,TEXAS SHELF,TEXAS SHELF,TEXAS SHELF ALL,PERMIAN,50000.0,,1.0,167.0,1.0,4412.0,4412.0,0.0
42165357070000,2014-07-11 00:00:00,2002-03-01,PRODUCING,42165357070000,4216535707,TX,2014-07-11 00:00:00,2002-03-01,12.361396303901437,2014,1,1,False,32.94282445051516,-102.81164444240606,Occidental Oil and Gas,Gaines,5221.0,38013.0,1103.122780640531,0.0,1.0,4.0,3.0,0.0,-47.98278981455769,-0.003848789287955,0.0,ok,149.0,143884.0,1836471.0,186315.0,1036.8333333333333,1038.9166666666667,1368.0,2309.333333333333,2815.0,2.0,0.4498773094688221,1.0000000448731645e-06,1.1991350624604031,0.9016613711449392,1890.6928146600223,5305.0,5305.0,5305.0,5305.0,2.0,296.0,4879.0,5175.0,,1.0,,54721.0,128.0,1.44,183.0,1.0,7699.0,26.0,,,17.0,,,,,,862.0,,175.0,207.0,,,19.0,28.0,53.0,417.0,0.0,,6929.0,21978.0,9220.0,30981.0,79.0,1620.0,,,PUMPING,PRODUCING,,SAN ANDRES,WASSON,PERMIAN OTHER,TEXAS SHELF,TEXAS SHELF,TEXAS SHELF ALL,PERMIAN,,183.0,1.0,,3.0,2933.0,4415.0,1482.0
42165357110000,2014-06-27 00:00:00,2002-02-01,PRODUCING,42165357110000,4216535711,TX,2014-06-27 00:00:00,2002-02-01,12.399726214921287,2014,1,1,False,32.93823455475471,-102.81514451873512,Occidental Oil and Gas,Gaines,5199.0,37592.0,1679.851080725036,0.0,0.0,4.0,1.0,0.0,-53.98913690264453,-0.0053475827054235,0.0,ok,149.0,144557.0,850137.0,207484.0,852.0,841.3333333333334,1153.0,631.6666666666666,1345.0,35.0,1.3319261213720317,1.0000000000000002e-06,0.3021012151093384,0.8049524972337747,366.9796557120501,5300.0,5300.0,5199.0,,2.0,308.0,4887.0,5195.0,,,,,,,,,,,,,27.0,,73.0,,,,972.0,,200.0,221.0,,,9.0,31.0,130.0,342.0,0.0,,1896.0,5173.0,4013.0,11015.0,87.0,878.0,SAND + RESIN,CRC SAND,PUMPING,PRODUCING,,SAN ANDRES,WASSON,PERMIAN OTHER,TEXAS SHELF,TEXAS SHELF,TEXAS SHELF ALL,PERMIAN,,,,,1.0,4452.0,4452.0,0.0
42165361970000,2011-12-08 00:00:00,2004-12-01,PRODUCING,42165361970000,4216536197,TX,2011-12-08 00:00:00,2004-12-01,7.017111567419575,2011,1,1,False,32.87436684205885,-102.9090488716739,XTO Energy/ExxonMobil,Gaines,,,845.7844368945053,0.0,4.0,24.0,8.0,0.0,8693.009913128619,2.002079631506566,0.0,ok,85.0,42331.0,833460.0,0.0,445.3333333333333,361.8333333333333,1196.0,1348.6666666666667,1605.0,5.0,0.2682896688086999,1.0000000000000002e-06,0.0070609989471529,0.9218439218439218,0.0,8750.0,8750.0,7775.0,7775.0,2.0,626.0,7306.0,7932.0,,3.0,,53720.0,86.0,3.58,357.0,1.0,14997.0,24.0,,,,,,,,,,,,,,,38.0,38.0,,704.0,,,4047.0,15648.0,4047.0,15648.0,100.0,19.0,SAND ONLY,,PUMPING,PRODUCING,,CLEAR FORK LOWER,RUSSELL (CLEARFORK CONSOLIDATED,PERMIAN OTHER,TEXAS SHELF,TEXAS SHELF,TEXAS SHELF ALL,PERMIAN,53720.0,357.0,3.0,86.0,3.0,6356.0,7290.0,934.0
42165361980000,2011-05-20 00:00:00,2005-01-01,PRODUCING,42165361980000,4216536198,TX,2011-05-20 00:00:00,2005-01-01,6.379192334017796,2011,1,1,False,32.889420401779475,-102.92374136973812,XTO Energy/ExxonMobil,Gaines,,,637.3504972356686,1.0,6.0,30.0,2.0,0.0,9461.008334501115,2.915572460506332,0.0,ok,77.0,31825.0,55404.0,0.0,341.5,270.4166666666667,653.0,671.0,1524.0,20.0,0.4030054644808743,1.0000000000000906e-06,1.1999999999677704,0.8664972634870993,0.0,8772.0,8772.0,6990.0,6990.0,2.0,261.0,7363.0,7624.0,,1.0,,78000.0,299.0,0.91,2050.0,8.0,86100.0,330.0,,,,,,,,,,,,,,,18.0,18.0,,17.0,,,2014.0,7381.0,2014.0,7381.0,100.0,27.0,,,PUMPING,PRODUCING,,CLEAR FORK LOWER,RUSSELL (CLEARFORK CONSOLIDATED,PERMIAN OTHER,TEXAS SHELF,TEXAS SHELF,TEXAS SHELF ALL,PERMIAN,,,,,3.0,6286.0,7345.0,1059.0
42165362660000,2012-12-05 00:00:00,2007-12-01,PRODUCING,42165362660000,4216536266,TX,2012-12-05 00:00:00,2007-12-01,5.0130047912388775,2012,1,1,False,32.88540152160961,-102.91919321887607,XTO Energy/ExxonMobil,Gaines,8774.0,131292.0,614.7949705268203,1.0,3.0,29.0,21.0,0.0,4639.158580901936,1.946901939726194,0.0,ok,61.0,15864.0,131084.0,0.0,195.83333333333331,200.5,216.0,361.3333333333333,453.0,1.0,0.554889298892989,0.0103296232490563,1.1999999999560034,0.8758715402493134,0.0,8774.0,8774.0,8616.0,8616.0,2.0,981.0,7340.0,8321.0,,3.0,,90280.0,92.0,1.86,1155.0,1.0,48499.0,49.0,,,,,,,,,,,,,,,15.0,15.0,,98.0,,,1084.0,4363.0,1084.0,4363.0,99.0,42.0,SAND ONLY,,PUMPING,PRODUCING,,CLEAR FORK LOWER,RUSSELL (CLEARFORK CONSOLIDATED,PERMIAN OTHER,TEXAS SHELF,TEXAS SHELF,TEXAS SHELF ALL,PERMIAN,90280.0,1155.0,3.0,92.0,3.0,6332.0,7332.0,1000.0
42165362670000,2011-04-06 00:00:00,2005-11-01,PRODUCING,42165362670000,4216536267,TX,2011-04-06 00:00:00,2005-11-01,5.426420260095825,2011,1,1,False,32.878699730440026,-102.90918789816344,XTO Energy/ExxonMobil,Gaines,,,686.6535997788869,0.0,4.0,18.0,2.0,0.0,15013.00731661825,5.995627469782596,1.0,ok,66.0,16662.0,576605.0,0.0,276.1666666666667,208.66666666666663,963.0,817.3333333333334,1104.0,65.0,0.2553017944535073,1.0000000000000016e-06,1.1999999999999995,0.9478093798229864,0.0,8752.0,8752.0,8008.0,8008.0,2.0,411.0,7339.0,7750.0,,2.0,,2000.0,5.0,0.49,98.0,0.0,4099.0,10.0,,,,,,,,,,,,,,,5.0,5.0,,230.0,,,2452.0,6602.0,2452.0,6602.0,100.0,23.0,SAND ONLY,,PUMPING,PRODUCING,,CLEAR FORK,RUSSELL (CLEARFORK CONSOLIDATED,PERMIAN OTHER,TEXAS SHELF,TEXAS SHELF,TEXAS SHELF ALL,PERMIAN,2000.0,98.0,2.0,5.0,6.0,2894.0,6366.0,3472.0
42165362710000,2012-07-09 00:00:00,2005-11-01,PRODUCING,42165362710000,4216536271,TX,2012-07-09 00:00:00,2005-11-01,6.685831622176591,2012,1,1,False,32.87157489756542,-102.9133999814706,XTO Energy/ExxonMobil,Gaines,,,712.6673517360564,0.0,6.0,20.0,13.0,0.0,9814.00741078342,4.436727075229141,0.0,ok,81.0,86397.0,721596.0,0.0,254.16666666666663,184.33333333333331,7321.0,6212.666666666667,7321.0,0.0,0.0296705655113209,1.0000167796625711e-06,1.1999999999943736,0.9004114151374649,0.0,8762.0,8762.0,8186.0,8186.0,2.0,921.0,7347.0,8268.0,,1.0,,101000.0,474.0,1.68,1433.0,7.0,60197.0,283.0,,,,,,,,,,,,,,,38.0,38.0,,266.0,,,18638.0,50176.0,18638.0,50176.0,100.0,14.0,,,PUMPING,PRODUCING,,CLEAR FORK LOWER,RUSSELL (CLEARFORK CONSOLIDATED,PERMIAN OTHER,TEXAS SHELF,TEXAS SHELF,TEXAS SHELF ALL,PERMIAN,,,,,3.0,6312.0,7279.0,967.0
42165362840000,2013-01-09 00:00:00,2005-11-01,PRODUCING,42165362840000,4216536284,TX,2013-01-09 00:00:00,2005-11-01,7.189596167008898,2013,1,1,False,32.88555058514217,-102.90099869978192,XTO Energy/ExxonMobil,Gaines,8750.0,130074.0,762.850320926738,0.0,5.0,20.0,16.0,0.0,4873.002640585775,3.31723036080128,0.0,ok,87.0,23367.0,132513.0,14502.0,138.83333333333334,122.41666666666669,1734.0,1471.3333333333333,1734.0,0.0,0.0832011780697779,1.0000031531671e-06,1.199970150023341,0.8526967285587975,2158.463385354142,8750.0,8750.0,7660.0,7660.0,2.0,807.0,7364.0,8171.0,,3.0,,144300.0,179.0,1.8,1907.0,2.0,80079.0,99.0,,,,,,,,,,,,,,,9.0,9.0,10.0,48.0,,,4414.0,11884.0,4414.0,11884.0,79.0,1548.0,SAND ONLY,,PUMPING,PRODUCING,,CLEAR FORK LOWER,RUSSELL (CLEARFORK CONSOLIDATED,PERMIAN OTHER,TEXAS SHELF,TEXAS SHELF,TEXAS SHELF ALL,PERMIAN,144300.0,1907.0,3.0,179.0,3.0,6323.0,7291.0,968.0
42165362880000,2012-03-30 00:00:00,2005-11-01,PRODUCING,42165362880000,4216536288,TX,2012-03-30 00:00:00,2005-11-01,6.409308692676249,2012,1,1,False,32.86756301577912,-102.90926784258048,XTO Energy/ExxonMobil,Gaines,,,624.4034299109642,1.0,7.0,25.0,11.0,0.0,5014.463381425743,1.5931390128503573,0.0,ok,77.0,57917.0,704178.0,0.0,252.16666666666663,268.3333333333333,4238.0,3596.6666666666665,4238.0,0.0,0.0746061167747914,0.0228878649261013,1.1369271305721276e-06,0.93438855160451,0.0,8775.0,8775.0,8732.0,8732.0,2.0,347.0,7340.0,7687.0,,1.0,,139920.0,454.0,,,,,,,,,,,,,,,,,,,,34.0,34.0,,331.0,,,10791.0,29049.0,10791.0,29049.0,100.0,19.0,,,PUMPING,PRODUCING,,CLEAR FORK LOWER,RUSSELL (CLEARFORK CONSOLIDATED,PERMIAN OTHER,TEXAS SHELF,TEXAS SHELF,TEXAS SHELF ALL,PERMIAN,,,,,3.0,6320.0,7283.0,963.0
42165362890000,2011-10-12 00:00:00,2005-12-01,PRODUCING,42165362890000,4216536289,TX,2011-10-12 00:00:00,2005-12-01,5.861738535249829,2011,1,1,False,32.87171784688852,-102.92609634491146,XTO Energy/ExxonMobil,Gaines,,,1055.2223200833423,0.0,3.0,10.0,4.0,0.0,7999.009253952711,1.9086201184044456,0.0,ok,71.0,51068.0,855347.0,0.0,418.5,349.25,2693.0,2878.6666666666665,3134.0,1.0,0.1213235294117647,1.0000007133427198e-06,0.0060009949996808,0.9365011126846045,0.0,8755.0,8755.0,8220.0,8220.0,2.0,966.0,7387.0,8353.0,,3.0,,148310.0,154.0,1.99,1774.0,2.0,74499.0,77.0,,,,,,,,,,,,,,,22.0,22.0,,324.0,,,8635.0,25324.0,8635.0,25324.0,100.0,17.0,SAND ONLY,,PUMPING,PRODUCING,,CLEAR FORK LOWER,RUSSELL (CLEARFORK CONSOLIDATED,PERMIAN OTHER,TEXAS SHELF,TEXAS SHELF,TEXAS SHELF ALL,PERMIAN,148310.0,1774.0,3.0,154.0,3.0,6359.0,7334.0,975.0
42165362900000,2012-11-09 00:00:00,2005-11-01,PRODUCING,42165362900000,4216536290,TX,2012-11-09 00:00:00,2005-11-01,7.02258726899384,2012,1,1,False,32.87874675852085,-102.90127267225898,XTO Energy/ExxonMobil,Gaines,8750.0,130662.0,744.3607223640524,0.0,3.0,18.0,15.0,0.0,1760.2598347576995,0.7894461705435604,0.0,ok,85.0,134345.0,3677021.0,15392.0,165.0,198.91666666666663,6935.0,5885.333333333333,6935.0,0.0,0.0337987086542818,0.0964400277564669,1.1999999999999968,0.97504977443988,1766.6666666666667,8750.0,8750.0,7838.0,7838.0,2.0,304.0,7367.0,7671.0,,1.0,,228840.0,753.0,1.76,3088.0,10.0,129677.0,427.0,,,,,,,,,,,,,,,36.0,36.0,,1077.0,,,17657.0,47535.0,17657.0,47535.0,96.0,262.0,SAND ONLY,,PUMPING,PRODUCING,,CLEAR FORK LOWER,RUSSELL (CLEARFORK CONSOLIDATED,PERMIAN OTHER,TEXAS SHELF,TEXAS SHELF,TEXAS SHELF ALL,PERMIAN,228840.0,3088.0,1.0,753.0,3.0,6338.0,7358.0,1020.0
42165364240000,2011-03-17 00:00:00,2006-01-01,PRODUCING,42165364240000,4216536424,TX,2011-03-17 00:00:00,2006-01-01,5.204654346338125,2011,1,1,False,32.880817621033906,-102.92407133439788,XTO Energy/ExxonMobil,Gaines,,,671.3469932409961,0.0,6.0,24.0,0.0,0.0,1319.8928271197587,0.5611533531881975,0.0,ok,63.0,32509.0,142002.0,0.0,148.83333333333334,211.75,2035.0,1979.3333333333333,2043.0,1.0,0.1069804648029639,0.0825679222244861,1.0000033702739968e-06,0.8788824087888241,0.0,8760.0,8760.0,8681.0,8681.0,2.0,500.0,7332.0,7832.0,,2.0,,134359.0,269.0,1.29,2479.0,5.0,104101.0,208.0,,,,,,,,,,,,,,,16.0,16.0,,60.0,,,5938.0,16915.0,5938.0,16915.0,99.0,36.0,SAND ONLY,,PUMPING,PRODUCING,,CLEAR FORK LOWER,RUSSELL (CLEARFORK CONSOLIDATED,PERMIAN OTHER,TEXAS SHELF,TEXAS SHELF,TEXAS SHELF ALL,PERMIAN,134359.0,2479.0,2.0,269.0,3.0,6320.0,7314.0,994.0
42165364250000,2011-11-30 00:00:00,2006-03-01,PRODUCING,42165364250000,4216536425,TX,2011-11-30 00:00:00,2006-03-01,5.749486652977413,2011,1,1,False,32.904025156345,-102.88901945345306,XTO Energy/ExxonMobil,Gaines,,,528.9379678221251,1.0,7.0,16.0,2.0,0.0,9150.606520941406,2.844105509786408,0.0,ok,69.0,38963.0,75999.0,10897.0,262.3333333333333,274.3333333333333,2245.0,2261.6666666666665,2285.0,2.0,0.1212969786293294,0.0263931111547214,1.1999999999999964,0.544955189361087,1019.0597204574332,8760.0,8760.0,8015.0,8015.0,2.0,981.0,7348.0,8329.0,,3.0,,16000.0,16.0,0.23,1667.0,2.0,69999.0,71.0,,,,,,,,,,,,,,,21.0,21.0,,37.0,,,6785.0,17806.0,6785.0,17806.0,85.0,1056.0,SAND ONLY,,PUMPING,PRODUCING,,CLEAR FORK LOWER,RUSSELL (CLEARFORK CONSOLIDATED,PERMIAN OTHER,TEXAS SHELF,TEXAS SHELF,TEXAS SHELF ALL,PERMIAN,16000.0,1667.0,3.0,16.0,3.0,6245.0,7319.0,1074.0
42165364260000,2012-05-16 00:00:00,2006-01-01,PRODUCING,42165364260000,4216536426,TX,2012-05-16 00:00:00,2006-01-01,6.3709787816564,2012,1,1,False,32.86758804684072,-102.9006965978486,XTO Energy/ExxonMobil,Gaines,,,658.1464086628279,1.0,6.0,22.0,11.0,0.0,8066.638117870561,3.3591930387090856,0.0,ok,77.0,33558.0,686454.0,0.0,189.5,204.25,2531.0,1819.3333333333333,2531.0,0.0,0.1122663979479662,0.0205517664792765,1.1964416623926055e-06,0.9683621793088096,0.0,8752.0,8752.0,8220.0,8220.0,2.0,983.0,7365.0,8348.0,,3.0,,208268.0,212.0,2.14,2315.0,2.0,97237.0,99.0,,,,,,,,,,,,,,,12.0,12.0,,267.0,,,5458.0,13691.0,5458.0,13691.0,100.0,26.0,SAND ONLY,,PUMPING,PRODUCING,,CLEAR FORK LOWER,RUSSELL (CLEARFORK CONSOLIDATED,PERMIAN OTHER,TEXAS SHELF,TEXAS SHELF,TEXAS SHELF ALL,PERMIAN,208268.0,2315.0,3.0,212.0,3.0,6351.0,7361.0,1010.0
42165364540000,2011-11-23 00:00:00,2006-03-01,PRODUCING,42165364540000,4216536454,TX,2011-11-23 00:00:00,2006-03-01,5.730321697467488,2011,1,1,False,32.86714001284518,-102.9129939468261,XTO Energy/ExxonMobil,Gaines,,,606.145049470501,1.0,5.0,23.0,9.0,0.0,12783.475343124626,3.4573063141997853,0.0,ok,69.0,84225.0,638032.0,0.0,278.8333333333333,332.0,5151.0,4960.0,5151.0,0.0,0.0669354838709677,0.1097437639581555,1.1999999999999995,0.9113360538449308,0.0,8745.0,8745.0,8698.0,8698.0,2.0,696.0,7342.0,8038.0,,2.0,,202820.0,291.0,1.82,2650.0,4.0,111299.0,160.0,,,,,,,,,,,,,,,45.0,45.0,,288.0,,,14879.0,38643.0,14879.0,38643.0,100.0,12.0,SAND ONLY,,PUMPING,PRODUCING,,CLEAR FORK LOWER,RUSSELL (CLEARFORK CONSOLIDATED,PERMIAN OTHER,TEXAS SHELF,TEXAS SHELF,TEXAS SHELF ALL,PERMIAN,202820.0,2650.0,2.0,291.0,3.0,6330.0,7325.0,995.0
42165364970000,2012-10-17 00:00:00,2006-04-01,PRODUCING,42165364970000,4216536497,TX,2012-10-17 00:00:00,2006-04-01,6.546201232032854,2012,1,1,False,32.87465581767084,-102.91363600422622,XTO Energy/ExxonMobil,Gaines,,,583.905003204405,1.0,4.0,17.0,16.0,0.0,12943.00146258644,15.317188006269731,0.0,ok,79.0,50111.0,1017185.0,0.0,75.0,70.41666666666667,3051.0,3166.333333333333,3591.0,1.0,0.0222391830719023,1.0000046814109904e-06,3.0999974064968745e-05,0.96617050067659,0.0,8116.0,8116.0,8030.0,8030.0,2.0,394.0,7348.0,7742.0,,2.0,,124020.0,315.0,1.63,1810.0,5.0,75999.0,193.0,,,,,,,,,,,,,,,33.0,33.0,,543.0,,,9499.0,24728.0,9499.0,24728.0,100.0,29.0,SAND ONLY,,PUMPING,PRODUCING,,CLEAR FORK LOWER,RUSSELL (CLEARFORK CONSOLIDATED,PERMIAN OTHER,TEXAS SHELF,TEXAS SHELF,TEXAS SHELF ALL,PERMIAN,124020.0,1810.0,2.0,315.0,3.0,6341.0,7308.0,967.0
42165365010000,2011-11-09 00:00:00,2006-06-01,PRODUCING,42165365010000,4216536501,TX,2011-11-09 00:00:00,2006-06-01,5.4401095140314855,2011,1,1,False,32.88380563798399,-102.8988026279645,XTO Energy/ExxonMobil,Gaines,,,842.1493859316369,0.0,3.0,18.0,7.0,0.0,-2431.2442255224296,-0.6260858406852697,0.0,ok,66.0,60583.0,529283.0,55321.0,305.6666666666667,338.0,3258.0,3576.0,3780.0,1.0,0.0945190156599552,0.0569663165499201,1.199999999999994,0.9708040816976296,1132.497273718648,8018.0,8018.0,7921.0,7921.0,2.0,212.0,7466.0,7678.0,,1.0,,135000.0,452.0,1.84,1746.0,6.0,73349.0,245.0,,,,,,,,,,,,,,,48.0,48.0,,292.0,,,10727.0,27188.0,13365.0,33061.0,87.0,866.0,,,PUMPING,PRODUCING,,CLEAR FORK,RUSSELL (CLEARFORK CONSOLIDATED,PERMIAN OTHER,TEXAS SHELF,TEXAS SHELF,TEXAS SHELF ALL,PERMIAN,,,,,7.0,2920.0,6354.0,3434.0
42165365390000,2011-12-07 00:00:00,2006-06-01,PRODUCING,42165365390000,4216536539,TX,2011-12-07 00:00:00,2006-06-01,5.516769336071184,2011,1,1,False,32.89306333709408,-102.91601116781892,XTO Energy/ExxonMobil,Gaines,,,541.580380059721,2.0,6.0,32.0,8.0,0.0,8169.005925742642,3.086144394952808,0.0,ok,67.0,62836.0,508159.0,61197.0,259.8333333333333,220.58333333333331,3897.0,4411.333333333333,4725.0,1.0,0.0500037781471966,1.0000006167031194e-06,3.7194315414277104e-06,0.9363569562377532,2806.9275176395126,8763.0,8763.0,8155.0,8155.0,2.0,913.0,7349.0,8262.0,,2.0,,152000.0,166.0,1.58,2298.0,3.0,96499.0,106.0,,,,,,,,,,,,,,,60.0,60.0,10.0,261.0,,,13234.0,33010.0,15872.0,38883.0,81.0,1396.0,SAND ONLY,,PUMPING,PRODUCING,,CLEAR FORK LOWER,RUSSELL (CLEARFORK CONSOLIDATED,PERMIAN OTHER,TEXAS SHELF,TEXAS SHELF,TEXAS SHELF ALL,PERMIAN,152000.0,2298.0,2.0,166.0,3.0,6247.0,7328.0,1081.0
42165365400000,2013-02-06 00:00:00,2006-07-01,PRODUCING,42165365400000,4216536540,TX,2013-02-06 00:00:00,2006-07-01,6.6036960985626285,2013,1,1,False,32.86167314619192,-102.91487297209945,XTO Energy/ExxonMobil,Gaines,8750.0,121296.0,219.33255669412156,2.0,6.0,19.0,14.0,0.0,-492.0320847535495,-0.1229762906997175,0.0,ok,80.0,55755.0,1721568.0,0.0,324.1666666666667,338.6666666666667,3417.0,3477.0,3767.0,1.0,0.0974019748825616,0.0156277906133893,1.4540741696488467e-06,0.975557035677931,0.0,8750.0,8750.0,8668.0,8668.0,2.0,302.0,7336.0,7638.0,,1.0,,152000.0,503.0,1.51,2393.0,8.0,100499.0,333.0,,,,,,,,,,,,,,,49.0,49.0,,1056.0,,,10430.0,25031.0,10430.0,25031.0,100.0,22.0,SAND ONLY,,PUMPING,PRODUCING,,CLEAR FORK LOWER,RUSSELL (CLEARFORK CONSOLIDATED,PERMIAN OTHER,TEXAS SHELF,TEXAS SHELF,TEXAS SHELF ALL,PERMIAN,152000.0,2393.0,1.0,503.0,3.0,6308.0,7317.0,1009.0
42165365410000,2011-04-06 00:00:00,2006-07-01,PRODUCING,42165365410000,4216536541,TX,2011-04-06 00:00:00,2006-07-01,4.763860369609857,2011,1,1,False,32.89285238830937,-102.90363781314954,XTO Energy/ExxonMobil,Gaines,,,974.1538966578444,0.0,5.0,24.0,1.0,0.0,4943.497116959693,3.1437125936467862,0.0,ok,58.0,27060.0,70367.0,50349.0,108.5,139.58333333333334,1948.0,1937.6666666666667,2076.0,1.0,0.0720368140375021,0.0644035274960569,1.4335986973749992e-06,0.7994454713493531,2752.6881720430106,8745.0,8745.0,8116.0,8116.0,2.0,834.0,7396.0,8230.0,,2.0,,174500.0,209.0,1.89,2202.0,3.0,92499.0,111.0,,,,,,,,,,,,,,,27.0,27.0,10.0,47.0,,,5813.0,14104.0,8177.0,19166.0,76.0,1909.0,SAND ONLY,,PUMPING,PRODUCING,,CLEAR FORK LOWER,RUSSELL (CLEARFORK CONSOLIDATED,PERMIAN OTHER,TEXAS SHELF,TEXAS SHELF,TEXAS SHELF ALL,PERMIAN,174500.0,2202.0,2.0,209.0,3.0,6301.0,7377.0,1076.0
